"chm.max","chm.mean","age","solar","twi","tpi","dem","slope","aspect","bt","tgs","ppt","T150_AWC","T50_sand","T150_sand","T50_clay","T150_clay","T50_OM","T150_OM","T50_pH","Water_Table"
1,0.936662788615767,0.337229355474081,-0.0595735527731368,-0.249778023679711,-0.00101359193039768,-0.0366654307318308,0.229633913614246,-0.00146694187083466,0.203171223097416,0.19794527301707,0.308789791818736,-0.0192894834723319,0.0544894853696755,-0.0134696032545604,-0.0508405186776263,0.0443482311120823,-0.102535418335748,-0.0894430826724317,0.1853452310292,0.0314406948158963
0.936662788615767,1,0.306321417083476,-0.0534238705969329,-0.234645148797286,0.0345104894131293,-0.030491262202761,0.207442555878877,0.000342545880541756,0.206644189656227,0.201382932714229,0.312573241996898,-0.0610616053086858,0.0955203860662934,0.028013176241552,-0.0871755790643197,0.00762609615412823,-0.139410285306085,-0.124973546305859,0.157380559773929,0.0754517770422129
0.337229355474081,0.306321417083476,1,-0.0388538058683466,-0.0318212069249944,-0.0263397546258493,-0.133684869446574,0.0630148364751301,-0.00566575012002351,0.153434886020192,0.151005647665191,0.122007734506737,0.175719000533327,-0.188769201929142,-0.169403192078428,0.143063905059217,0.111240352093228,0.185368960996825,0.174665569036947,0.148528762823201,-0.17952441126842
-0.0595735527731368,-0.0534238705969329,-0.0388538058683466,1,0.0660126288911663,-0.00389746073443715,0.0736084510920463,-0.146556139789804,0.0161283753641275,-0.0650851981949691,-0.0669317466756771,0.00784816281316489,-0.00577228068766483,0.00555699246856275,0.00545007933371783,-0.0182016517056052,-0.0167156603499098,-0.00707085345005307,-0.00673110475865649,-0.00399193114319042,0.00958007639489472
-0.249778023679711,-0.234645148797286,-0.0318212069249944,0.0660126288911663,1,-0.00507165758064839,-0.376684008828566,-0.761532182549033,-0.00170017955928787,0.337533009732948,0.337368191975164,0.167463037350428,0.0476576760427034,-0.050836299693353,-0.0081866739039707,-0.0371951861912306,-0.114514758828048,0.105900891446409,0.114645012350044,0.0114757201627113,-0.299213403826417
-0.00101359193039768,0.0345104894131293,-0.0263397546258493,-0.00389746073443715,-0.00507165758064839,1,0.030222349175447,0.00518497466763954,-0.0022071460684986,-0.0005891336164212,-0.00100667964390057,-0.00735657988858327,-0.119660926615964,0.129530652216288,0.110893900937951,-0.119130219978917,-0.0942727591227642,-0.128831054899352,-0.116559174843595,-0.0625537174194361,0.131850629615942
-0.0366654307318308,-0.030491262202761,-0.133684869446574,0.0736084510920463,-0.376684008828566,0.030222349175447,1,0.231284021817845,-0.00751020882720258,-0.786974600531376,-0.785629724865613,-0.223779784187985,-0.075522549392067,0.0549581899308574,0.0513185872179045,-0.0335477419056131,-0.0120242991502536,-0.107004045816922,-0.123362688324003,-0.184184857402473,0.3194070977539
0.229633913614246,0.207442555878877,0.0630148364751301,-0.146556139789804,-0.761532182549033,0.00518497466763954,0.231284021817845,1,-0.00180532396895625,-0.206396081528486,-0.205906911396979,-0.102560977808098,-0.0491431718145272,0.0542204503719966,0.0198571681213765,0.00369522340482819,0.0627564867057033,-0.0924459326961127,-0.0925664923798233,-0.0153492106763424,0.213198859688312
-0.00146694187083466,0.000342545880541756,-0.00566575012002351,0.0161283753641275,-0.00170017955928787,-0.0022071460684986,-0.00751020882720258,-0.00180532396895625,1,0.0656144684711616,0.0656274636897092,0.0964995348104027,-0.0123856805263138,0.0125345599289398,0.0118242581543863,-0.0194536493809437,-0.0186568786306532,-0.0134502200231994,-0.0100233256196069,-0.0182863123780415,0.00526132680002196
0.203171223097416,0.206644189656227,0.153434886020192,-0.0650851981949691,0.337533009732948,-0.0005891336164212,-0.786974600531376,-0.206396081528486,0.0656144684711616,1,0.998506898353922,0.69232486058364,0.002437171421826,0.031152794002631,0.0180010856618892,-0.116614203181408,-0.128345835092123,-0.0108351389228206,0.0308428671768246,0.178485219543518,-0.201292384841649
0.19794527301707,0.201382932714229,0.151005647665191,-0.0669317466756771,0.337368191975164,-0.00100667964390057,-0.785629724865613,-0.205906911396979,0.0656274636897092,0.998506898353922,1,0.679008637836119,0.00152626567652603,0.030469011993574,0.0181248241292673,-0.115103139921189,-0.12770823577609,-0.0106940972055107,0.0301683109425367,0.17855619037333,-0.199605865045966
0.308789791818736,0.312573241996898,0.122007734506737,0.00784816281316489,0.167463037350428,-0.00735657988858327,-0.223779784187985,-0.102560977808098,0.0964995348104027,0.69232486058364,0.679008637836119,1,-0.019465831431992,0.0619641753896749,0.0242665508230831,-0.192602239855624,-0.174225651606177,-0.0812787045015944,-0.0265063794591688,0.166465073196398,-0.055856143007943
-0.0192894834723319,-0.0610616053086858,0.175719000533327,-0.00577228068766483,0.0476576760427034,-0.119660926615964,-0.075522549392067,-0.0491431718145272,-0.0123856805263138,0.002437171421826,0.00152626567652603,-0.019465831431992,1,-0.940487314265503,-0.953409612408424,0.660285017476144,0.60463527084597,0.910483288132924,0.961460037535226,0.315446788395848,-0.610203797930303
0.0544894853696755,0.0955203860662934,-0.188769201929142,0.00555699246856275,-0.050836299693353,0.129530652216288,0.0549581899308574,0.0542204503719966,0.0125345599289398,0.031152794002631,0.030469011993574,0.0619641753896749,-0.940487314265503,1,0.920149378407905,-0.738556095962238,-0.602118660722909,-0.961377833362139,-0.933425898161966,-0.34028713242231,0.646657053080116
-0.0134696032545604,0.028013176241552,-0.169403192078428,0.00545007933371783,-0.0081866739039707,0.110893900937951,0.0513185872179045,0.0198571681213765,0.0118242581543863,0.0180010856618892,0.0181248241292673,0.0242665508230831,-0.953409612408424,0.920149378407905,1,-0.650381080233306,-0.691515483789285,-0.846356840078469,-0.894372281200725,-0.372014777070686,0.590822129255476
-0.0508405186776263,-0.0871755790643197,0.143063905059217,-0.0182016517056052,-0.0371951861912306,-0.119130219978917,-0.0335477419056131,0.00369522340482819,-0.0194536493809437,-0.116614203181408,-0.115103139921189,-0.192602239855624,0.660285017476144,-0.738556095962238,-0.650381080233306,1,0.87794627035584,0.738734310709247,0.642258937905031,0.321000883904985,-0.530224948309885
0.0443482311120823,0.00762609615412823,0.111240352093228,-0.0167156603499098,-0.114514758828048,-0.0942727591227642,-0.0120242991502536,0.0627564867057033,-0.0186568786306532,-0.128345835092123,-0.12770823577609,-0.174225651606177,0.60463527084597,-0.602118660722909,-0.691515483789285,0.87794627035584,1,0.551227142561448,0.514028860568679,0.363754944123262,-0.44271229632795
-0.102535418335748,-0.139410285306085,0.185368960996825,-0.00707085345005307,0.105900891446409,-0.128831054899352,-0.107004045816922,-0.0924459326961127,-0.0134502200231994,-0.0108351389228206,-0.0106940972055107,-0.0812787045015944,0.910483288132924,-0.961377833362139,-0.846356840078469,0.738734310709247,0.551227142561448,1,0.956964897649715,0.27842926595251,-0.67470380701991
-0.0894430826724317,-0.124973546305859,0.174665569036947,-0.00673110475865649,0.114645012350044,-0.116559174843595,-0.123362688324003,-0.0925664923798233,-0.0100233256196069,0.0308428671768246,0.0301683109425367,-0.0265063794591688,0.961460037535226,-0.933425898161966,-0.894372281200725,0.642258937905031,0.514028860568679,0.956964897649715,1,0.239758617526005,-0.629316040250088
0.1853452310292,0.157380559773929,0.148528762823201,-0.00399193114319042,0.0114757201627113,-0.0625537174194361,-0.184184857402473,-0.0153492106763424,-0.0182863123780415,0.178485219543518,0.17855619037333,0.166465073196398,0.315446788395848,-0.34028713242231,-0.372014777070686,0.321000883904985,0.363754944123262,0.27842926595251,0.239758617526005,1,-0.405796399088296
0.0314406948158963,0.0754517770422129,-0.17952441126842,0.00958007639489472,-0.299213403826417,0.131850629615942,0.3194070977539,0.213198859688312,0.00526132680002196,-0.201292384841649,-0.199605865045966,-0.055856143007943,-0.610203797930303,0.646657053080116,0.590822129255476,-0.530224948309885,-0.44271229632795,-0.67470380701991,-0.629316040250088,-0.405796399088296,1
